,Height,Volume,External_Wall_Area,Number_of_Floors,Ground_Floor_Area,Window_Area,u_Value_Wall,u_Value_Ground_Floor,u_Value_Roof,u_Value_Internal_Floor,u_Value_Internal_Wall,u_Value_Windows,g_Value_Windows,Permeability,Building_Equipment_Heat_Gain,Building_Occupancy,WWR_North,WWR_East,WWR_West,WWR_South,WWR,Heating_Load
505,3.243164063,5078.112716,661.3107023,3,521.93,365.3450929,0.248144531,0.172949219,0.237207031,0.580273438,0.455273438,0.845605469,0.581542969,8.504882813,13.08984375,16.5234375,0.381640625,0.389453125,0.333984375,0.318359375,0.355859375,5557.765101
506,3.649414063,7875.145617,1004.160031,4,539.48,561.8769467,0.182519531,0.188574219,0.221582031,0.474023438,0.474023438,0.836230469,0.459667969,7.098632813,10.96484375,23.7734375,0.119140625,0.426953125,0.396484375,0.280859375,0.305859375,6562.915424
507,3.149414063,2499.05948,472.9877399,3,264.5,178.9407944,0.232519531,0.238574219,0.171582031,0.574023438,0.574023438,0.986230469,0.309667969,8.598632813,12.96484375,19.7734375,0.319140625,0.226953125,0.196484375,0.480859375,0.305859375,3873.346549
508,3.016601563,2511.681492,364.794636,3,277.54,274.8452642,0.181738281,0.198730469,0.181738281,0.453710938,0.522460938,0.969824219,0.485449219,7.965820313,10.55859375,20.9609375,0.397265625,0.423828125,0.480859375,0.371484375,0.418359375,3659.798794
509,3.625976563,10625.85454,1280.893602,4,732.62,642.3249576,0.208300781,0.169042969,0.198925781,0.506835938,0.400585938,0.937011719,0.480761719,7.450195313,12.12109375,22.5859375,0.353515625,0.380078125,0.199609375,0.402734375,0.333984375,8581.940012
510,3.251953125,2527.744622,382.3492811,2,388.65,161.6378418,0.160351563,0.212695313,0.199414063,0.442578125,0.494140625,0.835351563,0.327539063,6.580078125,10.3359375,18.484375,0.24765625,0.25859375,0.42421875,0.30234375,0.308203125,3625.017472
511,3.836914063,3437.797608,584.1837745,3,298.66,259.7837256,0.188769531,0.232324219,0.240332031,0.511523438,0.511523438,0.779980469,0.328417969,6.911132813,11.71484375,17.2734375,0.294140625,0.301953125,0.421484375,0.105859375,0.280859375,4204.390715
512,3.336914063,9578.277946,1149.941078,5,574.08,449.1079377,0.238769531,0.182324219,0.190332031,0.411523438,0.411523438,0.929980469,0.478417969,8.411132813,13.71484375,21.2734375,0.494140625,0.101953125,0.221484375,0.305859375,0.280859375,6902.788667
513,3.079101563,7325.086527,858.200588,3,792.99,442.4112376,0.150488281,0.242480469,0.187988281,0.491210938,0.534960938,0.838574219,0.579199219,6.278320313,12.30859375,21.4609375,0.372265625,0.298828125,0.455859375,0.196484375,0.330859375,5576.23419
514,3.829101563,10037.76246,1136.78383,4,655.36,823.7164397,0.175488281,0.217480469,0.212988281,0.441210938,0.584960938,0.763574219,0.504199219,8.528320313,11.30859375,19.4609375,0.472265625,0.398828125,0.355859375,0.496484375,0.430859375,9290.905907
515,3.344726563,6821.371053,1034.206208,4,509.86,476.2729273,0.186425781,0.178417969,0.195800781,0.563085938,0.594335938,0.815136719,0.302636719,6.981445313,12.49609375,22.8359375,0.291015625,0.192578125,0.287109375,0.440234375,0.302734375,6110.640106
516,3.375976563,6031.992549,817.417845,3,595.58,324.2022742,0.233300781,0.194042969,0.223925781,0.556835938,0.450585938,0.862011719,0.555761719,8.200195313,11.12109375,16.5859375,0.453515625,0.280078125,0.299609375,0.102734375,0.283984375,7458.823571
517,3.001953125,4736.091715,763.3067729,3,525.89,190.5938013,0.235351563,0.187695313,0.174414063,0.592578125,0.544140625,0.910351563,0.552539063,7.330078125,11.3359375,16.484375,0.34765625,0.15859375,0.12421875,0.40234375,0.258203125,5524.843983
518,3.993164063,6145.480935,858.8167292,4,384.75,470.4280262,0.223144531,0.197949219,0.162207031,0.530273438,0.405273438,0.770605469,0.506542969,6.254882813,10.08984375,22.5234375,0.481640625,0.289453125,0.433984375,0.218359375,0.355859375,5413.031454
519,3.493164063,4609.510671,536.3295441,2,659.79,292.5286711,0.173144531,0.247949219,0.212207031,0.430273438,0.505273438,0.920605469,0.356542969,7.754882813,12.08984375,18.5234375,0.281640625,0.489453125,0.233984375,0.418359375,0.355859375,6095.54249
520,3.266601563,6764.899938,941.8717934,3,690.31,439.9000066,0.206738281,0.223730469,0.156738281,0.503710938,0.472460938,0.744824219,0.410449219,8.715820313,11.55859375,22.9609375,0.297265625,0.323828125,0.180859375,0.471484375,0.318359375,7898.917233
521,3.516601563,9713.382214,1492.004713,5,552.43,416.8069194,0.231738281,0.248730469,0.231738281,0.553710938,0.422460938,0.819824219,0.335449219,6.465820313,12.55859375,16.9609375,0.197265625,0.223828125,0.280859375,0.171484375,0.218359375,8056.383831
522,3.875976563,6212.220534,854.8888937,5,320.55,617.2067717,0.183300781,0.244042969,0.173925781,0.456835938,0.550585938,0.712011719,0.405761719,6.700195313,13.12109375,20.5859375,0.253515625,0.480078125,0.499609375,0.302734375,0.383984375,4847.999228
523,3.500976563,4087.740356,686.3352756,3,389.2,192.7599209,0.170800781,0.231542969,0.186425781,0.531835938,0.425585938,0.899511719,0.518261719,7.825195313,10.62109375,19.5859375,0.103515625,0.130078125,0.349609375,0.252734375,0.208984375,4564.970638
524,3.774414063,8439.09754,1074.690494,3,745.29,470.9317936,0.170019531,0.176074219,0.234082031,0.549023438,0.549023438,0.948730469,0.422167969,8.973632813,13.46484375,16.7734375,0.269140625,0.176953125,0.446484375,0.330859375,0.305859375,9815.212457
525,3.274414063,6168.99786,911.3436998,4,471,401.5656401,0.220019531,0.226074219,0.184082031,0.449023438,0.449023438,0.798730469,0.572167969,7.473632813,11.46484375,20.7734375,0.469140625,0.376953125,0.246484375,0.130859375,0.305859375,5967.069417
526,3.641601563,3784.022976,540.2619952,3,346.37,322.3600626,0.194238281,0.161230469,0.244238281,0.578710938,0.447460938,0.707324219,0.372949219,8.340820313,10.05859375,21.9609375,0.347265625,0.473828125,0.430859375,0.321484375,0.393359375,4882.016391
527,3.141601563,7806.50522,1166.922743,4,621.22,279.7224112,0.244238281,0.211230469,0.194238281,0.478710938,0.547460938,0.857324219,0.522949219,6.840820313,12.05859375,17.9609375,0.147265625,0.273828125,0.230859375,0.121484375,0.193359375,6872.413059
528,3.969726563,6993.86591,979.7594048,4,440.45,434.0985576,0.198925781,0.165917969,0.233300781,0.488085938,0.469335938,0.852636719,0.490136719,6.606445313,12.99609375,23.8359375,0.241015625,0.142578125,0.237109375,0.490234375,0.277734375,5148.273511
529,3.063476563,4348.177424,789.0768683,4,354.84,190.2557692,0.239550781,0.225292969,0.242675781,0.419335938,0.513085938,0.918261719,0.387011719,8.012695313,10.37109375,22.0859375,0.328515625,0.155078125,0.124609375,0.277734375,0.221484375,5434.955193
530,3.314453125,4172.50111,534.3476753,2,629.44,209.4159421,0.179101563,0.168945313,0.180664063,0.405078125,0.456640625,0.966601563,0.421289063,7.517578125,12.5859375,19.984375,0.22265625,0.43359375,0.44921875,0.12734375,0.308203125,5646.281024
531,3.586914063,7657.557799,918.2868806,3,711.62,365.4693528,0.213769531,0.157324219,0.215332031,0.461523438,0.461523438,0.854980469,0.553417969,6.161132813,10.71484375,19.2734375,0.394140625,0.401953125,0.121484375,0.205859375,0.280859375,6171.214873
532,3.086914063,5387.654488,868.1150142,4,436.33,323.1872816,0.163769531,0.207324219,0.165332031,0.561523438,0.561523438,0.704980469,0.403417969,7.661132813,12.71484375,23.2734375,0.194140625,0.201953125,0.321484375,0.405859375,0.280859375,4645.414411
533,3.891601563,5906.748312,685.4566991,2,758.91,273.4335664,0.219238281,0.236230469,0.219238281,0.428710938,0.597460938,0.932324219,0.597949219,7.590820313,11.05859375,23.9609375,0.247265625,0.373828125,0.130859375,0.421484375,0.293359375,6627.051972
534,3.391601563,6564.378807,973.9962074,4,483.87,404.3510916,0.169238281,0.186230469,0.169238281,0.528710938,0.497460938,0.782324219,0.447949219,6.090820313,13.05859375,19.9609375,0.447265625,0.173828125,0.330859375,0.221484375,0.293359375,4777.386273
535,3.594726563,4012.793378,685.1465299,3,372.1,197.4306897,0.161425781,0.153417969,0.220800781,0.513085938,0.544335938,0.740136719,0.377636719,7.731445313,11.49609375,16.8359375,0.191015625,0.492578125,0.187109375,0.140234375,0.252734375,4825.913741
536,3.563476563,4485.987408,545.5070275,2,629.44,254.1367892,0.189550781,0.175292969,0.192675781,0.519335938,0.413085938,0.768261719,0.537011719,6.512695313,12.37109375,18.0859375,0.128515625,0.355078125,0.324609375,0.477734375,0.321484375,4031.352358
537,3.376953125,9890.958794,1215.644021,4,732.24,611.962681,0.222851563,0.175195313,0.186914063,0.417578125,0.469140625,0.722851563,0.365039063,8.455078125,12.8359375,23.484375,0.49765625,0.40859375,0.27421875,0.15234375,0.333203125,9469.036989
538,3.657226563,8681.70594,1260.185184,5,474.77,580.1309077,0.242675781,0.197167969,0.214550781,0.500585938,0.531835938,0.946386719,0.321386719,8.293945313,11.24609375,20.3359375,0.316015625,0.467578125,0.312109375,0.165234375,0.315234375,10744.9003
539,3.313476563,10173.17116,1218.790224,4,767.56,423.3692516,0.164550781,0.150292969,0.217675781,0.569335938,0.463085938,0.843261719,0.462011719,8.762695313,11.37109375,20.0859375,0.228515625,0.255078125,0.424609375,0.177734375,0.271484375,9562.007556
540,3.126953125,5003.751791,873.6306325,5,320.04,313.0483849,0.197851563,0.200195313,0.161914063,0.567578125,0.519140625,0.947851563,0.590039063,7.705078125,13.8359375,21.484375,0.19765625,0.30859375,0.37421875,0.25234375,0.283203125,4035.115313
541,3.618164063,4926.527376,687.9948963,3,453.87,380.0869351,0.235644531,0.185449219,0.199707031,0.455273438,0.580273438,0.883105469,0.394042969,8.129882813,13.58984375,17.5234375,0.331640625,0.339453125,0.383984375,0.368359375,0.355859375,6213.528847
542,3.118164063,9092.56914,1423.34491,4,729,260.4642297,0.185644531,0.235449219,0.249707031,0.555273438,0.480273438,0.733105469,0.544042969,6.629882813,11.58984375,21.5234375,0.131640625,0.139453125,0.183984375,0.168359375,0.155859375,6293.76323
543,3.204101563,7199.617194,1013.87248,5,449.4,427.0121838,0.212988281,0.154980469,0.175488281,0.466210938,0.509960938,0.726074219,0.541699219,8.903320313,10.80859375,16.4609375,0.122265625,0.448828125,0.205859375,0.346484375,0.280859375,7038.497633
544,3.579101563,7416.186708,1105.315469,4,518.02,523.8920702,0.200488281,0.192480469,0.237988281,0.591210938,0.434960938,0.988574219,0.429199219,7.778320313,10.30859375,17.4609375,0.172265625,0.498828125,0.255859375,0.396484375,0.330859375,8448.036034
545,3.407226563,2299.740586,323.7884296,2,337.48,207.3297202,0.217675781,0.172167969,0.189550781,0.550585938,0.581835938,0.871386719,0.396386719,6.043945313,12.24609375,18.3359375,0.416015625,0.167578125,0.412109375,0.465234375,0.365234375,2797.776392
546,3.813476563,5632.009285,718.3333943,3,492.29,454.0819668,0.214550781,0.200292969,0.167675781,0.469335938,0.563085938,0.993261719,0.312011719,7.262695313,13.37109375,16.0859375,0.428515625,0.455078125,0.224609375,0.377734375,0.371484375,6594.866364
547,3.064453125,4518.720307,698.3276321,3,491.52,243.0724406,0.204101563,0.243945313,0.155664063,0.555078125,0.506640625,0.741601563,0.496289063,8.267578125,13.5859375,17.984375,0.32265625,0.33359375,0.14921875,0.22734375,0.258203125,4971.695226
548,3.524414063,2349.656992,396.1360755,2,333.34,149.8662573,0.245019531,0.201074219,0.209082031,0.499023438,0.499023438,0.723730469,0.497167969,8.223632813,12.46484375,18.7734375,0.369140625,0.276953125,0.146484375,0.430859375,0.305859375,3511.433677
549,3.024414063,7359.006578,954.4927558,4,608.3,379.878952,0.195019531,0.151074219,0.159082031,0.599023438,0.599023438,0.873730469,0.347167969,6.723632813,10.46484375,22.7734375,0.169140625,0.476953125,0.346484375,0.230859375,0.305859375,6079.227612
550,3.954101563,2467.3584,474.8840874,2,312,117.7564429,0.237988281,0.179980469,0.200488281,0.416210938,0.559960938,0.801074219,0.466699219,6.653320313,13.80859375,22.4609375,0.222265625,0.148828125,0.105859375,0.246484375,0.180859375,2955.613422
551,3.454101563,8112.443296,957.3973932,4,587.16,588.9352974,0.187988281,0.229980469,0.150488281,0.516210938,0.459960938,0.951074219,0.316699219,8.153320313,11.80859375,18.4609375,0.422265625,0.348828125,0.305859375,0.446484375,0.380859375,9232.448181
552,3.907226563,9574.426555,1312.803909,4,612.61,473.8935744,0.167675781,0.222167969,0.239550781,0.450585938,0.481835938,0.721386719,0.546386719,7.543945313,10.24609375,22.3359375,0.216015625,0.367578125,0.212109375,0.265234375,0.265234375,8394.894553
553,3.438476563,4367.553062,556.5037128,3,423.4,344.0332724,0.202050781,0.237792969,0.205175781,0.594335938,0.488085938,0.730761719,0.499511719,6.137695313,13.87109375,17.0859375,0.478515625,0.405078125,0.274609375,0.327734375,0.371484375,3682.109787
554,3.501953125,4392.851098,840.2065291,5,250.88,336.4503169,0.185351563,0.237695313,0.224414063,0.492578125,0.444140625,0.760351563,0.402539063,8.830078125,13.3359375,20.484375,0.14765625,0.35859375,0.32421875,0.20234375,0.258203125,4866.097779
555,3.047851563,3264.003522,511.9837346,2,535.46,193.2887326,0.166113281,0.170605469,0.203613281,0.459960938,0.441210938,0.997949219,0.326074219,6.372070313,13.68359375,22.2109375,0.334765625,0.336328125,0.218359375,0.208984375,0.274609375,3845.479696
556,3.766601563,6248.341555,915.9623012,4,414.72,385.7753972,0.156738281,0.173730469,0.206738281,0.403710938,0.572460938,0.894824219,0.560449219,7.215820313,13.55859375,18.9609375,0.497265625,0.123828125,0.380859375,0.271484375,0.318359375,4487.446201
557,3.938476563,13756.30897,1663.898359,5,698.56,663.7408607,0.152050781,0.187792969,0.155175781,0.494335938,0.588085938,0.880761719,0.349511719,7.637695313,11.87109375,21.0859375,0.278515625,0.205078125,0.474609375,0.127734375,0.271484375,9770.266585
558,3.876953125,5321.93261,766.2356053,3,457.57,382.8933519,0.172851563,0.225195313,0.236914063,0.517578125,0.569140625,0.872851563,0.515039063,6.955078125,10.8359375,19.484375,0.29765625,0.20859375,0.47421875,0.35234375,0.333203125,5448.744965
559,3.797851563,10213.18494,1319.719991,4,672.3,499.6032314,0.191113281,0.195605469,0.178613281,0.409960938,0.491210938,0.922949219,0.401074219,8.622070313,10.68359375,16.2109375,0.434765625,0.236328125,0.118359375,0.308984375,0.274609375,11692.90506
560,3.297851563,3933.873351,578.4851501,3,397.62,258.509201,0.241113281,0.245605469,0.228613281,0.509960938,0.591210938,0.772949219,0.551074219,7.122070313,12.68359375,20.2109375,0.234765625,0.436328125,0.318359375,0.108984375,0.274609375,3803.093689
561,3.532226563,7218.564383,1092.248656,3,681.21,290.6180927,0.180175781,0.209667969,0.202050781,0.525585938,0.506835938,0.908886719,0.358886719,6.418945313,13.74609375,17.3359375,0.166015625,0.217578125,0.162109375,0.315234375,0.215234375,6945.411184
562,3.188476563,5363.719218,772.6093903,3,560.74,359.9375671,0.177050781,0.162792969,0.230175781,0.444335938,0.538085938,0.955761719,0.424511719,6.887695313,12.87109375,19.0859375,0.178515625,0.305078125,0.374609375,0.427734375,0.321484375,5293.263129
563,3.750976563,5921.741883,951.4960785,3,526.24,339.2150087,0.245800781,0.156542969,0.161425781,0.481835938,0.575585938,0.824511719,0.443261719,8.575195313,11.62109375,17.5859375,0.403515625,0.230078125,0.249609375,0.152734375,0.258984375,7685.335408
564,3.735351563,3227.3424,532.7075729,2,432,184.4795866,0.184863281,0.226855469,0.159863281,0.572460938,0.528710938,0.866699219,0.532324219,8.434570313,11.93359375,22.7109375,0.359765625,0.111328125,0.293359375,0.483984375,0.312109375,4643.93466
565,3.235351563,9156.82406,1152.940309,4,707.56,568.2674871,0.234863281,0.176855469,0.209863281,0.472460938,0.428710938,0.716699219,0.382324219,6.934570313,13.93359375,18.7109375,0.159765625,0.311328125,0.493359375,0.283984375,0.312109375,6190.996524
566,3.032226563,4930.038048,773.4043251,4,406.47,356.0395267,0.230175781,0.159667969,0.152050781,0.425585938,0.406835938,0.758886719,0.508886719,7.918945313,11.74609375,21.3359375,0.366015625,0.417578125,0.362109375,0.115234375,0.315234375,4665.309854
567,3.688476563,4220.798573,853.0581846,4,286.08,205.6824303,0.227050781,0.212792969,0.180175781,0.544335938,0.438085938,0.805761719,0.574511719,8.387695313,10.87109375,23.0859375,0.378515625,0.105078125,0.174609375,0.227734375,0.221484375,4579.599189
568,3.250976563,4092.653686,671.9553831,5,251.78,422.3230903,0.195800781,0.206542969,0.211425781,0.581835938,0.475585938,0.974511719,0.593261719,7.075195313,13.62109375,21.5859375,0.203515625,0.430078125,0.449609375,0.352734375,0.358984375,3480.272708
569,3.711914063,7504.60127,1074.729724,4,505.44,467.0511887,0.151269531,0.244824219,0.202832031,0.486523438,0.486523438,0.967480469,0.590917969,8.786132813,12.21484375,22.2734375,0.144140625,0.251953125,0.371484375,0.455859375,0.305859375,6079.893781
570,3.211914063,5009.045681,611.7132479,2,779.76,267.0667262,0.201269531,0.194824219,0.152832031,0.586523438,0.586523438,0.817480469,0.440917969,7.286132813,10.21484375,18.2734375,0.344140625,0.451953125,0.171484375,0.255859375,0.305859375,7113.090648
571,3.860351563,7014.645619,1120.83995,5,363.42,440.2864821,0.172363281,0.239355469,0.197363281,0.447460938,0.453710938,0.754199219,0.344824219,7.309570313,12.43359375,17.7109375,0.409765625,0.461328125,0.143359375,0.133984375,0.287109375,7011.120707
572,3.360351563,6432.415574,726.142742,3,638.07,292.4465279,0.222363281,0.189355469,0.247363281,0.547460938,0.553710938,0.904199219,0.494824219,8.809570313,10.43359375,21.7109375,0.209765625,0.261328125,0.343359375,0.333984375,0.287109375,6899.83109
573,3.282226563,7139.763836,899.841442,4,543.82,324.8231464,0.155175781,0.234667969,0.177050781,0.575585938,0.556835938,0.983886719,0.433886719,8.668945313,10.74609375,23.3359375,0.266015625,0.317578125,0.262109375,0.215234375,0.265234375,6188.580842
574,3.219726563,2927.407683,536.185051,3,303.07,177.2420509,0.173925781,0.190917969,0.158300781,0.438085938,0.419335938,0.927636719,0.565136719,8.856445313,11.99609375,17.8359375,0.141015625,0.442578125,0.137109375,0.190234375,0.227734375,3406.868983
575,3.000976563,7973.477178,987.4236381,4,664.24,441.5217947,0.220800781,0.181542969,0.236425781,0.431835938,0.525585938,0.749511719,0.368261719,6.325195313,12.62109375,23.5859375,0.303515625,0.330078125,0.149609375,0.452734375,0.308984375,5573.90356
576,3.610351563,11201.62408,1404.669724,4,775.66,565.7162999,0.247363281,0.164355469,0.172363281,0.597460938,0.503710938,0.979199219,0.569824219,6.559570313,13.43359375,19.7109375,0.109765625,0.361328125,0.443359375,0.233984375,0.287109375,7631.363026
577,3.110351563,4672.803219,687.5525916,3,500.78,276.9047424,0.197363281,0.214355469,0.222363281,0.497460938,0.403710938,0.829199219,0.419824219,8.059570313,11.43359375,23.7109375,0.309765625,0.161328125,0.243359375,0.433984375,0.287109375,4882.589873
578,3.782226563,2032.265137,347.1262086,2,268.66,178.9056303,0.205175781,0.184667969,0.227050781,0.475585938,0.456835938,0.833886719,0.583886719,7.168945313,12.74609375,19.3359375,0.466015625,0.117578125,0.462109375,0.415234375,0.365234375,2660.590815
579,3.719726563,10749.26419,1349.231898,5,577.96,715.960125,0.223925781,0.240917969,0.208300781,0.538085938,0.519335938,0.777636719,0.415136719,7.356445313,13.99609375,21.8359375,0.341015625,0.242578125,0.337109375,0.390234375,0.327734375,7367.517099
580,3.626953125,6467.365567,988.3580318,3,594.38,338.0188503,0.247851563,0.150195313,0.211914063,0.467578125,0.419140625,0.797851563,0.440039063,6.205078125,11.8359375,17.484375,0.39765625,0.10859375,0.17421875,0.45234375,0.283203125,6428.003367
581,3.922851563,5490.028575,792.9292087,3,466.5,381.1013143,0.228613281,0.208105469,0.191113281,0.434960938,0.466210938,0.960449219,0.438574219,6.747070313,12.18359375,21.2109375,0.284765625,0.486328125,0.368359375,0.158984375,0.324609375,6240.104682
582,3.422851563,12694.6735,1367.312736,5,741.76,717.2040452,0.178613281,0.158105469,0.241113281,0.534960938,0.566210938,0.810449219,0.588574219,8.247070313,10.18359375,17.2109375,0.484765625,0.286328125,0.168359375,0.358984375,0.324609375,9036.39602
583,3.329101563,2532.313206,413.8918375,2,380.33,137.007527,0.225488281,0.167480469,0.162988281,0.541210938,0.484960938,0.913574219,0.354199219,7.028320313,13.30859375,23.4609375,0.272265625,0.198828125,0.155859375,0.296484375,0.230859375,3303.400797
584,3.844726563,9042.79712,976.44052,3,784,638.3448756,0.236425781,0.228417969,0.245800781,0.463085938,0.494335938,0.965136719,0.452636719,8.481445313,10.49609375,18.8359375,0.491015625,0.392578125,0.487109375,0.240234375,0.402734375,12491.34467
585,3.564453125,13657.56195,1629.286195,5,766.32,577.1106827,0.154101563,0.193945313,0.205664063,0.455078125,0.406640625,0.891601563,0.346289063,6.767578125,11.5859375,21.984375,0.12265625,0.13359375,0.34921875,0.42734375,0.258203125,7887.030469
586,3.899414063,7840.55173,1148.20798,5,402.14,510.6026456,0.207519531,0.213574219,0.246582031,0.524023438,0.524023438,0.911230469,0.384667969,6.348632813,11.96484375,21.7734375,0.419140625,0.326953125,0.296484375,0.180859375,0.305859375,6863.356884
587,3.399414063,6908.797688,986.0142814,3,677.45,438.4758863,0.157519531,0.163574219,0.196582031,0.424023438,0.424023438,0.761230469,0.534667969,7.848632813,13.96484375,17.7734375,0.219140625,0.126953125,0.496484375,0.380859375,0.305859375,6193.640323
588,3.704101563,8052.861564,1053.893484,3,724.68,411.5966234,0.162988281,0.204980469,0.225488281,0.566210938,0.409960938,0.876074219,0.391699219,7.403320313,12.80859375,20.4609375,0.322265625,0.248828125,0.405859375,0.146484375,0.280859375,7680.263155
589,3.157226563,7103.286416,825.6373082,3,749.95,233.2963011,0.192675781,0.247167969,0.164550781,0.400585938,0.431835938,0.796386719,0.471386719,6.793945313,13.24609375,16.3359375,0.116015625,0.267578125,0.112109375,0.365234375,0.215234375,5209.031678
590,3.751953125,9958.88256,1350.083782,4,663.58,582.9221153,0.210351563,0.162695313,0.249414063,0.542578125,0.594140625,0.985351563,0.477539063,8.080078125,12.3359375,22.484375,0.44765625,0.45859375,0.22421875,0.10234375,0.308203125,9871.784634
591,3.961914063,12740.12875,1790.873044,5,643.13,720.9804113,0.226269531,0.169824219,0.227832031,0.536523438,0.536523438,0.742480469,0.365917969,8.036132813,13.21484375,20.2734375,0.444140625,0.151953125,0.271484375,0.355859375,0.305859375,10731.36901
592,3.461914063,3819.355885,556.7211113,3,367.75,288.2627227,0.176269531,0.219824219,0.177832031,0.436523438,0.436523438,0.892480469,0.515917969,6.536132813,11.21484375,16.2734375,0.244140625,0.351953125,0.471484375,0.155859375,0.305859375,4283.858499
593,3.985351563,6806.579265,784.9419401,3,569.3,356.1434313,0.209863281,0.151855469,0.184863281,0.422460938,0.478710938,0.791699219,0.307324219,7.684570313,10.93359375,20.7109375,0.259765625,0.211328125,0.393359375,0.383984375,0.312109375,7382.179897
594,3.485351563,5136.711778,869.0523943,5,294.76,400.3128124,0.159863281,0.201855469,0.234863281,0.522460938,0.578710938,0.941699219,0.457324219,6.184570313,12.93359375,16.7109375,0.459765625,0.411328125,0.193359375,0.183984375,0.312109375,4698.383932
595,3.094726563,10001.84496,1134.231979,5,646.38,625.1196,0.211425781,0.203417969,0.170800781,0.413085938,0.444335938,0.890136719,0.527636719,6.231445313,13.49609375,20.8359375,0.391015625,0.292578125,0.387109375,0.340234375,0.352734375,4490.61078
596,3.868164063,4575.729742,607.0698502,2,591.46,333.667932,0.160644531,0.210449219,0.174707031,0.505273438,0.430273438,0.808105469,0.469042969,8.879882813,12.58984375,19.5234375,0.231640625,0.439453125,0.283984375,0.468359375,0.355859375,6276.489437
597,3.368164063,4257.495287,652.5318336,4,316.01,363.5761312,0.210644531,0.160449219,0.224707031,0.405273438,0.530273438,0.958105469,0.319042969,7.379882813,10.58984375,23.5234375,0.431640625,0.239453125,0.483984375,0.268359375,0.355859375,4754.510728
598,3.672851563,4436.06823,545.6791679,2,603.9,261.6131664,0.153613281,0.183105469,0.166113281,0.584960938,0.516210938,0.735449219,0.513574219,7.497070313,13.18359375,23.2109375,0.384765625,0.386328125,0.268359375,0.258984375,0.324609375,4815.536658
599,3.172851563,4171.666467,660.2217952,4,328.7,316.0013883,0.203613281,0.233105469,0.216113281,0.484960938,0.416210938,0.885449219,0.363574219,8.997070313,11.18359375,19.2109375,0.184765625,0.186328125,0.468359375,0.458984375,0.324609375,5081.514806
600,3.645507813,12850.96253,1719.929148,5,705.03,651.1094307,0.238378906,0.230371094,0.231347656,0.456054688,0.584179688,0.788183594,0.477246094,7.250976563,12.38671875,16.3046875,0.283203125,0.300390625,0.298046875,0.216796875,0.274609375,10955.55778
601,3.145507813,4056.099392,539.9559643,3,429.83,290.0804635,0.188378906,0.180371094,0.181347656,0.556054688,0.484179688,0.938183594,0.327246094,8.750976563,10.38671875,20.3046875,0.483203125,0.100390625,0.498046875,0.416796875,0.374609375,5321.356882
602,3.540039063,6542.277123,1024.436915,4,462.02,381.3837674,0.193457031,0.240136719,0.226269531,0.420898438,0.583398438,0.925292969,0.454980469,8.176757813,13.27734375,19.3984375,0.387890625,0.283203125,0.215234375,0.287109375,0.293359375,7013.419937
603,3.196289063,6016.696296,850.3389435,5,376.48,465.2539177,0.190332031,0.187011719,0.204394531,0.502148438,0.564648438,0.897167969,0.558105469,8.458007813,12.15234375,17.1484375,0.350390625,0.395703125,0.402734375,0.174609375,0.330859375,5949.138576
604,3.805664063,5567.951853,869.987973,3,487.69,294.5449531,0.179394531,0.154199219,0.155957031,0.542773438,0.417773438,0.939355469,0.562792969,6.817382813,10.33984375,18.0234375,0.206640625,0.264453125,0.258984375,0.293359375,0.255859375,5874.241709
605,3.786132813,11850.59473,1713.020913,4,782.5,362.3853989,0.161816406,0.203808594,0.239160156,0.552929688,0.524804688,0.774121094,0.406933594,8.422851563,10.82421875,22.9296875,0.101953125,0.256640625,0.216796875,0.123046875,0.174609375,11141.80986
606,3.286132813,3332.14089,427.464578,2,507,256.051552,0.211816406,0.153808594,0.189160156,0.452929688,0.424804688,0.924121094,0.556933594,6.922851563,12.82421875,18.9296875,0.301953125,0.456640625,0.416796875,0.323046875,0.374609375,4086.780604
607,3.770507813,7196.275909,995.8310038,3,636.19,280.1086042,0.200878906,0.242871094,0.218847656,0.531054688,0.409179688,0.975683594,0.439746094,8.375976563,11.88671875,23.3046875,0.133203125,0.250390625,0.148046875,0.366796875,0.224609375,8012.851671
608,3.270507813,4726.144978,686.2571571,4,361.27,368.6777708,0.150878906,0.192871094,0.168847656,0.431054688,0.509179688,0.825683594,0.589746094,6.875976563,13.88671875,19.3046875,0.333203125,0.450390625,0.348046875,0.166796875,0.324609375,3137.77415
609,3.727539063,4015.902494,689.5308277,3,359.12,209.5518371,0.212207031,0.208886719,0.232519531,0.408398438,0.595898438,0.756542969,0.548730469,8.739257813,13.02734375,23.8984375,0.112890625,0.258203125,0.490234375,0.212109375,0.268359375,4755.830278
610,3.696289063,7217.96726,1005.045688,3,650.92,301.6668172,0.240332031,0.237011719,0.154394531,0.402148438,0.464648438,0.747167969,0.408105469,6.958007813,10.15234375,21.1484375,0.150390625,0.195703125,0.202734375,0.374609375,0.230859375,6754.502191
611,3.383789063,3699.29458,716.4672395,4,273.31,232.8889729,0.246582031,0.155761719,0.248144531,0.489648438,0.427148438,0.990917969,0.426855469,6.395507813,11.90234375,18.6484375,0.275390625,0.220703125,0.127734375,0.499609375,0.280859375,4254.726397
612,3.395507813,3851.798634,579.2262478,2,567.19,167.7859429,0.213378906,0.205371094,0.156347656,0.406054688,0.534179688,0.713183594,0.552246094,8.000976563,11.38671875,22.3046875,0.183203125,0.200390625,0.198046875,0.316796875,0.224609375,4734.16762
